var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,label
11.0,10.0,0.0,5.0,1.0,1.0,0.38,0.3939,0.46,0.2985,0.207991803279
12.0,3.0,0.0,2.0,1.0,2.0,0.4,0.4091,0.87,0.1343,0.0030737704918
1.0,10.0,0.0,1.0,1.0,1.0,0.24,0.2879,0.6,0.0,0.109631147541
6.0,9.0,0.0,0.0,0.0,2.0,0.6,0.5758,0.78,0.194,0.167008196721
4.0,20.0,0.0,2.0,1.0,1.0,0.34,0.3182,0.46,0.2836,0.0922131147541
5.0,2.0,0.0,6.0,0.0,1.0,0.46,0.4545,0.59,0.1343,0.0563524590164
3.0,7.0,0.0,5.0,1.0,1.0,0.16,0.1818,0.8,0.1343,0.0840163934426
11.0,2.0,0.0,5.0,1.0,1.0,0.32,0.3182,0.66,0.1642,0.00922131147541
11.0,2.0,0.0,0.0,0.0,1.0,0.22,0.197,0.44,0.3582,0.0276639344262
10.0,23.0,0.0,0.0,0.0,3.0,0.42,0.4242,0.94,0.3582,0.0133196721311
11.0,17.0,0.0,0.0,0.0,1.0,0.52,0.5,0.27,0.3284,0.235655737705
1.0,5.0,0.0,5.0,1.0,2.0,0.18,0.2121,0.8,0.1045,0.0030737704918
12.0,21.0,0.0,3.0,1.0,3.0,0.3,0.2576,0.87,0.5224,0.00512295081967
9.0,12.0,0.0,3.0,1.0,1.0,0.74,0.6818,0.58,0.2239,0.21618852459
2.0,11.0,0.0,5.0,1.0,1.0,0.22,0.2273,0.47,0.1343,0.0645491803279
2.0,1.0,0.0,4.0,1.0,2.0,0.44,0.4394,0.58,0.2836,0.0143442622951
3.0,2.0,0.0,3.0,1.0,1.0,0.3,0.2879,0.56,0.2836,0.0030737704918
8.0,6.0,0.0,5.0,1.0,2.0,0.64,0.5758,0.89,0.1642,0.109631147541
9.0,5.0,0.0,4.0,1.0,3.0,0.62,0.5455,0.94,0.0896,0.0133196721311
6.0,22.0,0.0,5.0,1.0,1.0,0.68,0.6364,0.69,0.1343,0.200819672131
9.0,4.0,0.0,6.0,0.0,1.0,0.7,0.6515,0.7,0.0,0.0112704918033
5.0,16.0,0.0,2.0,1.0,1.0,0.68,0.6364,0.65,0.1642,0.382172131148
5.0,8.0,0.0,4.0,1.0,2.0,0.52,0.5,0.88,0.0,0.497950819672
2.0,16.0,0.0,4.0,1.0,1.0,0.46,0.4545,0.55,0.2836,0.233606557377
2.0,19.0,0.0,1.0,1.0,1.0,0.5,0.4848,0.29,0.3881,0.34118852459
7.0,4.0,0.0,2.0,1.0,1.0,0.68,0.6364,0.88,0.1642,0.00512295081967
9.0,5.0,0.0,0.0,0.0,1.0,0.64,0.5758,0.83,0.1343,0.00512295081967
5.0,18.0,0.0,6.0,0.0,2.0,0.76,0.697,0.52,0.194,0.424180327869
4.0,21.0,0.0,1.0,1.0,1.0,0.66,0.6212,0.61,0.2537,0.160860655738
4.0,2.0,0.0,6.0,0.0,1.0,0.38,0.3939,0.66,0.1343,0.0563524590164
2.0,18.0,0.0,5.0,1.0,1.0,0.4,0.4091,0.35,0.2537,0.385245901639
8.0,11.0,0.0,5.0,1.0,2.0,0.84,0.7879,0.49,0.2836,0.268442622951
5.0,16.0,0.0,2.0,1.0,1.0,0.9,0.8333,0.39,0.1343,0.254098360656
10.0,0.0,0.0,6.0,0.0,1.0,0.46,0.4545,0.82,0.1343,0.125
5.0,5.0,0.0,4.0,1.0,1.0,0.62,0.6061,0.69,0.2537,0.0327868852459
6.0,14.0,0.0,6.0,0.0,1.0,0.64,0.6212,0.38,0.2985,0.661885245902
9.0,21.0,0.0,6.0,0.0,1.0,0.56,0.5303,0.52,0.1045,0.302254098361
6.0,22.0,0.0,2.0,1.0,1.0,0.66,0.5909,0.94,0.1045,0.21106557377
3.0,12.0,0.0,6.0,0.0,1.0,0.46,0.4545,0.33,0.4179,0.272540983607
3.0,6.0,0.0,0.0,0.0,2.0,0.4,0.4091,0.94,0.1045,0.0102459016393
10.0,17.0,0.0,1.0,1.0,3.0,0.56,0.5303,0.6,0.2537,0.876024590164
6.0,12.0,0.0,5.0,1.0,2.0,0.7,0.6667,0.74,0.3582,0.316598360656
11.0,9.0,0.0,4.0,1.0,2.0,0.32,0.3182,0.61,0.194,0.329918032787
11.0,2.0,0.0,5.0,1.0,2.0,0.3,0.303,0.7,0.1642,0.00819672131148
11.0,5.0,0.0,6.0,0.0,1.0,0.24,0.2424,0.7,0.1642,0.0102459016393
11.0,23.0,0.0,1.0,1.0,2.0,0.52,0.5,0.83,0.1343,0.046106557377
10.0,0.0,0.0,0.0,0.0,1.0,0.46,0.4545,0.44,0.1343,0.108606557377
3.0,12.0,0.0,6.0,0.0,3.0,0.52,0.5,0.94,0.2239,0.186475409836
2.0,20.0,0.0,1.0,1.0,1.0,0.3,0.303,0.42,0.1642,0.218237704918
7.0,3.0,0.0,1.0,1.0,1.0,0.68,0.6364,0.65,0.1642,0.00922131147541
1.0,5.0,0.0,2.0,1.0,1.0,0.12,0.1515,0.68,0.1045,0.0030737704918
8.0,12.0,0.0,0.0,0.0,1.0,0.9,0.8485,0.42,0.2985,0.378073770492
7.0,21.0,0.0,2.0,1.0,1.0,0.82,0.7424,0.43,0.1045,0.263319672131
4.0,17.0,0.0,4.0,1.0,1.0,0.5,0.4848,0.27,0.3881,0.671106557377
3.0,14.0,0.0,6.0,0.0,1.0,0.34,0.3182,0.27,0.2836,0.387295081967
9.0,23.0,0.0,4.0,1.0,3.0,0.62,0.5152,1.0,0.0896,0.0256147540984
6.0,10.0,0.0,3.0,1.0,1.0,0.64,0.6212,0.47,0.1642,0.137295081967
8.0,11.0,0.0,6.0,0.0,1.0,0.86,0.803,0.47,0.2537,0.480532786885
2.0,10.0,0.0,4.0,1.0,1.0,0.42,0.4242,0.67,0.194,0.150614754098
6.0,18.0,0.0,3.0,1.0,3.0,0.6,0.6212,0.53,0.194,0.800204918033
11.0,14.0,0.0,2.0,1.0,3.0,0.4,0.4091,0.94,0.194,0.0358606557377
4.0,13.0,0.0,1.0,1.0,2.0,0.64,0.6061,0.69,0.4179,0.141393442623
12.0,4.0,0.0,0.0,0.0,1.0,0.16,0.1667,0.59,0.1642,0.00409836065574
7.0,11.0,0.0,2.0,1.0,1.0,0.76,0.7121,0.58,0.0,0.228483606557
11.0,0.0,0.0,4.0,1.0,2.0,0.42,0.4242,0.88,0.2537,0.0235655737705
8.0,1.0,0.0,0.0,0.0,1.0,0.62,0.5909,0.78,0.1343,0.114754098361
2.0,18.0,0.0,6.0,0.0,3.0,0.28,0.2727,0.75,0.1642,0.0645491803279
1.0,4.0,0.0,1.0,1.0,1.0,0.22,0.2424,0.64,0.1045,0.0030737704918
7.0,23.0,0.0,4.0,1.0,1.0,0.72,0.6818,0.7,0.1343,0.147540983607
9.0,1.0,1.0,1.0,0.0,2.0,0.68,0.6364,0.89,0.1642,0.0553278688525
8.0,23.0,0.0,3.0,1.0,1.0,0.7,0.6515,0.65,0.2836,0.106557377049
9.0,13.0,0.0,1.0,1.0,2.0,0.7,0.6667,0.74,0.1642,0.190573770492
12.0,19.0,0.0,0.0,0.0,3.0,0.38,0.3939,0.94,0.0896,0.123975409836
12.0,16.0,0.0,5.0,1.0,1.0,0.36,0.3485,0.62,0.1343,0.25512295082
5.0,8.0,0.0,1.0,1.0,1.0,0.6,0.5455,0.88,0.194,0.418032786885
5.0,19.0,0.0,5.0,1.0,3.0,0.6,0.5758,0.78,0.2537,0.284836065574
1.0,22.0,0.0,0.0,0.0,1.0,0.46,0.4545,0.55,0.4179,0.0665983606557
12.0,2.0,0.0,5.0,1.0,1.0,0.48,0.4697,0.77,0.1045,0.0225409836066
12.0,12.0,0.0,0.0,0.0,1.0,0.28,0.2273,0.36,0.5821,0.146516393443
4.0,18.0,0.0,6.0,0.0,2.0,0.38,0.3939,0.82,0.1045,0.180327868852
3.0,17.0,0.0,3.0,1.0,2.0,0.34,0.303,0.76,0.2985,0.197745901639
4.0,3.0,0.0,3.0,1.0,1.0,0.26,0.2727,0.6,0.1343,0.0030737704918
1.0,11.0,0.0,1.0,1.0,2.0,0.16,0.1364,0.47,0.2836,0.0297131147541
12.0,13.0,0.0,0.0,0.0,1.0,0.32,0.303,0.7,0.2537,0.0799180327869
12.0,2.0,0.0,0.0,0.0,1.0,0.22,0.2424,0.55,0.1045,0.0409836065574
1.0,9.0,0.0,5.0,1.0,1.0,0.14,0.1515,0.69,0.1343,0.118852459016
10.0,10.0,0.0,4.0,1.0,2.0,0.66,0.6061,0.83,0.1343,0.180327868852
11.0,16.0,0.0,3.0,1.0,1.0,0.44,0.4394,0.33,0.1343,0.479508196721
10.0,10.0,0.0,5.0,1.0,3.0,0.54,0.5152,0.88,0.3582,0.127049180328
12.0,11.0,0.0,5.0,1.0,1.0,0.32,0.303,0.65,0.194,0.215163934426
7.0,16.0,0.0,1.0,1.0,3.0,0.76,0.7273,0.66,0.5821,0.394467213115
3.0,22.0,0.0,0.0,0.0,1.0,0.4,0.4091,0.54,0.194,0.0952868852459
1.0,4.0,1.0,1.0,0.0,1.0,0.28,0.2576,0.45,0.3284,0.0030737704918
6.0,6.0,0.0,6.0,0.0,1.0,0.54,0.5152,0.68,0.194,0.047131147541
6.0,0.0,0.0,1.0,1.0,1.0,0.66,0.6061,0.83,0.1642,0.0256147540984
2.0,1.0,0.0,4.0,1.0,2.0,0.3,0.3333,0.7,0.0,0.00409836065574
11.0,22.0,0.0,4.0,1.0,1.0,0.26,0.2424,0.52,0.2537,0.0850409836066
7.0,21.0,0.0,6.0,0.0,1.0,0.7,0.6667,0.84,0.2239,0.274590163934
8.0,2.0,0.0,1.0,1.0,1.0,0.66,0.5909,0.89,0.0,0.00614754098361
3.0,14.0,0.0,2.0,1.0,1.0,0.64,0.6212,0.53,0.3284,0.21618852459
4.0,2.0,0.0,0.0,0.0,2.0,0.38,0.3939,0.87,0.0896,0.0358606557377
7.0,21.0,0.0,5.0,1.0,1.0,0.82,0.803,0.59,0.0896,0.193647540984
4.0,10.0,0.0,6.0,0.0,2.0,0.36,0.3485,0.57,0.1642,0.156762295082
3.0,13.0,0.0,4.0,1.0,2.0,0.6,0.6212,0.49,0.6418,0.237704918033
6.0,1.0,0.0,3.0,1.0,1.0,0.68,0.6364,0.79,0.194,0.0266393442623
11.0,22.0,0.0,0.0,0.0,2.0,0.36,0.3333,0.66,0.2537,0.0747950819672
9.0,14.0,0.0,3.0,1.0,1.0,0.72,0.6818,0.62,0.2537,0.173155737705
5.0,22.0,0.0,5.0,1.0,1.0,0.6,0.5758,0.78,0.1343,0.143442622951
12.0,11.0,0.0,2.0,1.0,3.0,0.32,0.3333,0.66,0.1045,0.0297131147541
6.0,5.0,0.0,6.0,0.0,2.0,0.64,0.5758,0.83,0.194,0.0112704918033
8.0,3.0,0.0,1.0,1.0,1.0,0.66,0.5909,0.89,0.0,0.0
7.0,0.0,0.0,2.0,1.0,1.0,0.7,0.6667,0.79,0.1045,0.0276639344262
5.0,17.0,0.0,3.0,1.0,2.0,0.64,0.6212,0.53,0.1343,0.72131147541
7.0,18.0,0.0,5.0,1.0,1.0,0.82,0.7576,0.46,0.1642,0.636270491803
8.0,23.0,0.0,0.0,0.0,3.0,0.6,0.5606,0.83,0.0,0.0266393442623
5.0,9.0,0.0,6.0,0.0,1.0,0.64,0.6061,0.73,0.2537,0.180327868852
10.0,3.0,0.0,0.0,0.0,3.0,0.34,0.3182,0.87,0.2836,0.00819672131148
1.0,23.0,0.0,2.0,1.0,3.0,0.16,0.197,0.93,0.0896,0.0184426229508
11.0,4.0,0.0,4.0,1.0,2.0,0.28,0.2879,0.65,0.1343,0.00409836065574
7.0,18.0,0.0,4.0,1.0,1.0,0.84,0.8182,0.56,0.2239,0.493852459016
1.0,20.0,0.0,6.0,0.0,1.0,0.06,0.0758,0.45,0.1642,0.0450819672131
10.0,14.0,0.0,4.0,1.0,1.0,0.66,0.6061,0.78,0.194,0.135245901639
2.0,14.0,0.0,6.0,0.0,1.0,0.46,0.4545,0.15,0.6567,0.199795081967
12.0,6.0,0.0,6.0,0.0,2.0,0.26,0.2424,0.7,0.1045,0.00614754098361
3.0,16.0,0.0,2.0,1.0,1.0,0.38,0.3939,0.27,0.1642,0.109631147541
6.0,16.0,0.0,2.0,1.0,1.0,0.8,0.7121,0.38,0.2239,0.314549180328
3.0,20.0,0.0,5.0,1.0,1.0,0.4,0.4091,0.62,0.1642,0.213114754098
10.0,0.0,0.0,2.0,1.0,1.0,0.46,0.4545,0.63,0.3881,0.0481557377049
4.0,16.0,0.0,0.0,0.0,2.0,0.46,0.4545,0.31,0.194,0.309426229508
11.0,16.0,0.0,1.0,1.0,1.0,0.44,0.4394,0.3,0.0,0.353483606557
11.0,3.0,0.0,6.0,0.0,1.0,0.26,0.2424,0.48,0.2537,0.0143442622951
10.0,5.0,0.0,2.0,1.0,2.0,0.38,0.3939,0.82,0.194,0.0184426229508
4.0,19.0,0.0,4.0,1.0,1.0,0.46,0.4545,0.31,0.2985,0.44262295082
4.0,5.0,1.0,5.0,0.0,1.0,0.36,0.3636,0.81,0.1045,0.0122950819672
12.0,5.0,0.0,6.0,0.0,2.0,0.32,0.3182,0.66,0.1642,0.0030737704918
1.0,6.0,0.0,5.0,1.0,2.0,0.26,0.2576,0.75,0.2239,0.0737704918033
4.0,20.0,0.0,4.0,1.0,1.0,0.54,0.5152,0.77,0.194,0.344262295082
2.0,19.0,0.0,3.0,1.0,3.0,0.14,0.1212,0.86,0.2537,0.0891393442623
2.0,17.0,0.0,6.0,0.0,3.0,0.22,0.1818,0.69,0.4627,0.146516393443
6.0,14.0,0.0,1.0,1.0,1.0,0.66,0.6212,0.61,0.1045,0.178278688525
6.0,13.0,0.0,0.0,0.0,1.0,0.64,0.6212,0.53,0.1642,0.628073770492
7.0,7.0,0.0,4.0,1.0,1.0,0.74,0.6818,0.58,0.2836,0.483606557377
6.0,14.0,0.0,6.0,0.0,1.0,0.72,0.6515,0.37,0.2239,0.58606557377
1.0,13.0,0.0,0.0,0.0,1.0,0.32,0.303,0.26,0.2239,0.322745901639
6.0,20.0,0.0,5.0,1.0,1.0,0.72,0.6515,0.45,0.1642,0.294057377049
12.0,16.0,0.0,2.0,1.0,1.0,0.38,0.3939,0.37,0.2537,0.21106557377
10.0,23.0,0.0,5.0,1.0,1.0,0.52,0.5,0.83,0.1642,0.181352459016
2.0,18.0,0.0,5.0,1.0,3.0,0.3,0.303,0.61,0.1343,0.366803278689
5.0,16.0,0.0,0.0,0.0,1.0,0.68,0.6364,0.61,0.1343,0.27868852459
9.0,2.0,0.0,4.0,1.0,2.0,0.6,0.5,1.0,0.194,0.00102459016393
8.0,22.0,0.0,3.0,1.0,1.0,0.72,0.697,0.74,0.1045,0.237704918033
6.0,14.0,0.0,3.0,1.0,1.0,0.8,0.697,0.31,0.194,0.191598360656
3.0,1.0,0.0,0.0,0.0,2.0,0.42,0.4242,1.0,0.2537,0.0901639344262
4.0,20.0,0.0,4.0,1.0,1.0,0.58,0.5455,0.43,0.2239,0.274590163934
3.0,20.0,0.0,4.0,1.0,2.0,0.6,0.6212,0.43,0.3881,0.308401639344
10.0,6.0,0.0,4.0,1.0,2.0,0.52,0.5,0.88,0.194,0.174180327869
2.0,0.0,0.0,1.0,1.0,1.0,0.24,0.2879,0.65,0.0,0.0143442622951
8.0,4.0,0.0,0.0,0.0,1.0,0.7,0.6667,0.84,0.1343,0.00512295081967
12.0,2.0,0.0,4.0,1.0,1.0,0.32,0.3485,0.66,0.0,0.00717213114754
6.0,13.0,0.0,5.0,1.0,1.0,0.84,0.7576,0.44,0.1045,0.19262295082
6.0,12.0,0.0,1.0,1.0,1.0,0.66,0.6212,0.41,0.2836,0.199795081967
11.0,11.0,0.0,1.0,1.0,1.0,0.42,0.4242,0.77,0.1045,0.13012295082
9.0,3.0,0.0,4.0,1.0,1.0,0.7,0.6667,0.84,0.1045,0.00819672131148
12.0,11.0,0.0,6.0,0.0,2.0,0.32,0.3333,0.76,0.1045,0.400614754098
7.0,15.0,0.0,4.0,1.0,1.0,0.8,0.7121,0.36,0.194,0.276639344262
3.0,1.0,0.0,0.0,0.0,1.0,0.46,0.4545,0.82,0.1343,0.114754098361
10.0,20.0,0.0,0.0,0.0,1.0,0.4,0.4091,0.82,0.1343,0.117827868852
12.0,18.0,0.0,4.0,1.0,1.0,0.3,0.303,0.56,0.1343,0.21106557377
2.0,15.0,0.0,4.0,1.0,1.0,0.2,0.197,0.25,0.2537,0.0502049180328
10.0,20.0,0.0,0.0,0.0,3.0,0.42,0.4242,0.94,0.4627,0.0553278688525
10.0,16.0,0.0,6.0,0.0,2.0,0.4,0.4091,0.76,0.2985,0.227459016393
5.0,12.0,0.0,2.0,1.0,2.0,0.7,0.6515,0.58,0.2239,0.274590163934
7.0,13.0,0.0,0.0,0.0,1.0,0.94,0.8788,0.38,0.2537,0.344262295082
3.0,22.0,0.0,6.0,0.0,1.0,0.26,0.2576,0.44,0.1642,0.10143442623
11.0,8.0,0.0,5.0,1.0,1.0,0.32,0.3333,0.57,0.1045,0.702868852459
3.0,16.0,0.0,1.0,1.0,1.0,0.34,0.303,0.31,0.3582,0.123975409836
9.0,2.0,0.0,5.0,1.0,1.0,0.52,0.5,0.72,0.0,0.0133196721311
6.0,15.0,0.0,6.0,0.0,1.0,0.64,0.6212,0.38,0.2537,0.718237704918
4.0,1.0,0.0,0.0,0.0,1.0,0.44,0.4394,0.24,0.2239,0.0645491803279
1.0,23.0,0.0,6.0,0.0,1.0,0.32,0.3182,0.31,0.194,0.0860655737705
12.0,7.0,0.0,5.0,1.0,1.0,0.22,0.2576,0.75,0.0896,0.202868852459
4.0,11.0,0.0,2.0,1.0,2.0,0.54,0.5152,0.68,0.1642,0.0727459016393
8.0,7.0,0.0,0.0,0.0,1.0,0.7,0.6667,0.84,0.194,0.0389344262295
5.0,19.0,0.0,6.0,0.0,1.0,0.7,0.6515,0.65,0.194,0.257172131148
11.0,9.0,0.0,0.0,0.0,1.0,0.36,0.3788,0.77,0.0,0.27868852459
6.0,6.0,0.0,6.0,0.0,1.0,0.54,0.5152,0.6,0.0,0.0276639344262
4.0,3.0,0.0,0.0,0.0,1.0,0.4,0.4091,0.66,0.1343,0.0245901639344
1.0,4.0,0.0,6.0,0.0,2.0,0.16,0.2273,0.59,0.0,0.00409836065574
8.0,12.0,0.0,4.0,1.0,1.0,0.78,0.6818,0.38,0.0,0.339139344262
8.0,16.0,0.0,3.0,1.0,1.0,0.82,0.7424,0.43,0.2239,0.306352459016
6.0,8.0,0.0,1.0,1.0,1.0,0.58,0.5455,0.49,0.4478,0.486680327869
5.0,12.0,0.0,2.0,1.0,2.0,0.6,0.6212,0.38,0.0,0.22131147541
9.0,19.0,0.0,1.0,1.0,1.0,0.66,0.6061,0.82,0.0896,0.391393442623
11.0,8.0,0.0,5.0,1.0,1.0,0.26,0.2727,0.81,0.1343,0.0747950819672
5.0,8.0,0.0,1.0,1.0,3.0,0.56,0.5303,0.88,0.2537,0.275614754098
3.0,1.0,0.0,6.0,0.0,2.0,0.4,0.4091,0.76,0.194,0.0829918032787
9.0,16.0,0.0,2.0,1.0,1.0,0.66,0.6212,0.39,0.2985,0.506147540984
11.0,22.0,0.0,5.0,1.0,1.0,0.26,0.2727,0.52,0.1045,0.0983606557377
8.0,18.0,0.0,5.0,1.0,1.0,0.76,0.7121,0.62,0.2985,0.654713114754
3.0,19.0,0.0,6.0,0.0,1.0,0.58,0.5455,0.64,0.2836,0.426229508197
5.0,0.0,0.0,0.0,0.0,2.0,0.5,0.4848,0.59,0.1045,0.10143442623
10.0,17.0,0.0,2.0,1.0,3.0,0.62,0.5606,0.88,0.1045,0.731557377049
5.0,1.0,0.0,0.0,0.0,1.0,0.52,0.5,0.94,0.1343,0.0993852459016
5.0,7.0,0.0,1.0,1.0,2.0,0.56,0.5303,0.94,0.1045,0.240778688525
6.0,11.0,0.0,2.0,1.0,1.0,0.66,0.6061,0.83,0.1642,0.174180327869
5.0,19.0,1.0,1.0,0.0,2.0,0.52,0.5,0.48,0.1045,0.229508196721
2.0,9.0,0.0,4.0,1.0,1.0,0.36,0.3485,0.57,0.194,0.18237704918
9.0,23.0,0.0,1.0,1.0,1.0,0.62,0.5758,0.83,0.1045,0.0696721311475
2.0,15.0,0.0,5.0,1.0,2.0,0.32,0.3333,0.45,0.1343,0.194672131148
5.0,13.0,0.0,3.0,1.0,1.0,0.72,0.6515,0.42,0.0,0.357581967213
4.0,16.0,0.0,0.0,0.0,1.0,0.72,0.6515,0.39,0.3582,0.63012295082
1.0,18.0,0.0,4.0,1.0,1.0,0.34,0.3333,0.36,0.1642,0.391393442623
6.0,23.0,0.0,1.0,1.0,2.0,0.7,0.6515,0.58,0.2239,0.0809426229508
11.0,9.0,0.0,5.0,1.0,1.0,0.28,0.2879,0.75,0.1045,0.113729508197
2.0,0.0,0.0,6.0,0.0,1.0,0.48,0.4697,0.12,0.4925,0.0286885245902
10.0,8.0,0.0,3.0,1.0,3.0,0.54,0.5152,0.7,0.4925,0.214139344262
2.0,19.0,0.0,2.0,1.0,1.0,0.28,0.2879,0.26,0.1343,0.147540983607
9.0,9.0,0.0,4.0,1.0,1.0,0.64,0.6061,0.69,0.1045,0.21106557377
12.0,22.0,0.0,3.0,1.0,1.0,0.32,0.2879,0.45,0.3881,0.106557377049
3.0,18.0,0.0,1.0,1.0,2.0,0.6,0.6212,0.43,0.194,0.728483606557
1.0,6.0,0.0,2.0,1.0,3.0,0.3,0.2879,0.75,0.2537,0.0573770491803
4.0,4.0,0.0,6.0,0.0,2.0,0.42,0.4242,0.54,0.2239,0.00614754098361
3.0,21.0,0.0,3.0,1.0,2.0,0.42,0.4242,0.58,0.2836,0.078893442623
9.0,5.0,0.0,5.0,1.0,2.0,0.62,0.5455,0.94,0.0,0.0215163934426
1.0,15.0,0.0,2.0,1.0,1.0,0.16,0.1212,0.37,0.4179,0.077868852459
4.0,1.0,0.0,3.0,1.0,1.0,0.6,0.5606,0.83,0.2537,0.016393442623
3.0,9.0,0.0,0.0,0.0,1.0,0.22,0.2273,0.55,0.1343,0.0543032786885
5.0,6.0,0.0,6.0,0.0,1.0,0.5,0.4848,0.82,0.1343,0.0276639344262
12.0,9.0,0.0,0.0,0.0,1.0,0.2,0.2273,0.59,0.1045,0.0563524590164
12.0,3.0,0.0,0.0,0.0,1.0,0.16,0.1818,0.59,0.1343,0.0184426229508
2.0,23.0,0.0,1.0,1.0,1.0,0.28,0.3182,0.41,0.0,0.0358606557377
9.0,19.0,0.0,3.0,1.0,2.0,0.7,0.6515,0.7,0.1045,0.389344262295
4.0,2.0,0.0,2.0,1.0,2.0,0.54,0.5152,0.73,0.3284,0.00409836065574
11.0,20.0,0.0,6.0,0.0,2.0,0.42,0.4242,0.58,0.0,0.143442622951
5.0,22.0,0.0,5.0,1.0,2.0,0.52,0.5,0.83,0.2239,0.134221311475
10.0,6.0,0.0,2.0,1.0,1.0,0.4,0.4091,0.82,0.1045,0.113729508197
8.0,15.0,0.0,0.0,0.0,1.0,0.9,0.8182,0.37,0.5224,0.460040983607
11.0,16.0,0.0,2.0,1.0,1.0,0.56,0.5303,0.46,0.1343,0.295081967213
7.0,5.0,0.0,1.0,1.0,2.0,0.72,0.6667,0.51,0.0,0.0399590163934
4.0,3.0,0.0,1.0,1.0,1.0,0.4,0.4091,0.76,0.1642,0.0030737704918
6.0,23.0,0.0,5.0,1.0,1.0,0.62,0.6212,0.53,0.2537,0.22643442623
6.0,23.0,0.0,5.0,1.0,3.0,0.6,0.5455,0.88,0.1343,0.0737704918033
4.0,12.0,0.0,5.0,1.0,1.0,0.46,0.4545,0.36,0.3582,0.313524590164
10.0,17.0,0.0,3.0,1.0,1.0,0.54,0.5152,0.56,0.1045,0.90881147541
3.0,13.0,0.0,3.0,1.0,1.0,0.66,0.6212,0.27,0.2239,0.259221311475
7.0,7.0,0.0,5.0,1.0,2.0,0.66,0.5909,0.89,0.194,0.367827868852
3.0,22.0,0.0,0.0,0.0,1.0,0.26,0.2576,0.41,0.1642,0.0297131147541
9.0,9.0,0.0,4.0,1.0,1.0,0.66,0.6212,0.65,0.0,0.342213114754
11.0,22.0,0.0,5.0,1.0,1.0,0.32,0.303,0.53,0.2537,0.164959016393
12.0,9.0,0.0,3.0,1.0,2.0,0.4,0.4091,0.87,0.2239,0.238729508197
2.0,17.0,0.0,2.0,1.0,2.0,0.24,0.2879,0.75,0.0,0.179303278689
1.0,23.0,1.0,1.0,0.0,1.0,0.22,0.2121,0.44,0.2537,0.0338114754098
10.0,5.0,0.0,0.0,0.0,1.0,0.24,0.2121,0.75,0.2985,0.0030737704918
4.0,9.0,0.0,5.0,1.0,1.0,0.42,0.4242,0.41,0.1642,0.337090163934
1.0,17.0,0.0,5.0,1.0,2.0,0.2,0.2576,0.37,0.0,0.190573770492
3.0,3.0,0.0,0.0,0.0,1.0,0.34,0.3333,0.76,0.1343,0.0225409836066
3.0,10.0,0.0,6.0,0.0,1.0,0.26,0.2576,0.41,0.1642,0.127049180328
12.0,3.0,0.0,4.0,1.0,1.0,0.26,0.2273,0.6,0.2985,0.0
7.0,14.0,0.0,6.0,0.0,2.0,0.96,0.8636,0.3,0.1343,0.314549180328
2.0,6.0,0.0,2.0,1.0,1.0,0.3,0.2727,0.45,0.3284,0.102459016393
6.0,18.0,0.0,5.0,1.0,1.0,0.96,0.8636,0.31,0.0,0.474385245902
5.0,23.0,0.0,2.0,1.0,1.0,0.72,0.697,0.79,0.0896,0.0614754098361
4.0,1.0,1.0,5.0,0.0,1.0,0.44,0.4394,0.62,0.0,0.0143442622951
1.0,20.0,0.0,6.0,0.0,1.0,0.12,0.1212,0.36,0.2537,0.0276639344262
12.0,6.0,0.0,5.0,1.0,2.0,0.44,0.4394,0.33,0.2985,0.0829918032787
2.0,21.0,0.0,0.0,0.0,1.0,0.3,0.303,0.45,0.1343,0.0840163934426
5.0,16.0,0.0,4.0,1.0,1.0,0.58,0.5455,0.24,0.4179,0.274590163934
9.0,4.0,0.0,6.0,0.0,2.0,0.6,0.5909,0.69,0.3582,0.00512295081967
7.0,13.0,0.0,3.0,1.0,2.0,0.8,0.7121,0.42,0.1642,0.27868852459
11.0,19.0,0.0,3.0,1.0,1.0,0.4,0.4091,0.76,0.1343,0.287909836066
9.0,20.0,0.0,1.0,1.0,1.0,0.6,0.6212,0.4,0.194,0.39856557377
4.0,20.0,0.0,4.0,1.0,1.0,0.44,0.4394,0.62,0.1642,0.206967213115
5.0,21.0,0.0,1.0,1.0,1.0,0.58,0.5455,0.83,0.0,0.180327868852
4.0,21.0,0.0,0.0,0.0,2.0,0.42,0.4242,0.44,0.2239,0.0450819672131
9.0,18.0,0.0,5.0,1.0,2.0,0.68,0.6364,0.65,0.194,0.362704918033
5.0,9.0,0.0,5.0,1.0,1.0,0.46,0.4545,0.67,0.2836,0.191598360656
5.0,17.0,0.0,3.0,1.0,1.0,0.4,0.4091,0.71,0.2537,0.419057377049
7.0,4.0,0.0,3.0,1.0,1.0,0.72,0.6818,0.7,0.1343,0.00512295081967
2.0,11.0,0.0,5.0,1.0,1.0,0.44,0.4394,0.72,0.1642,0.114754098361
9.0,4.0,0.0,6.0,0.0,1.0,0.56,0.5303,0.94,0.1045,0.00717213114754
11.0,0.0,0.0,6.0,0.0,1.0,0.32,0.2879,0.45,0.3582,0.0522540983607
6.0,20.0,0.0,1.0,1.0,1.0,0.6,0.6212,0.4,0.3582,0.47131147541
5.0,13.0,0.0,4.0,1.0,1.0,0.6,0.5909,0.69,0.194,0.270491803279
6.0,4.0,0.0,3.0,1.0,1.0,0.66,0.6061,0.83,0.1045,0.00409836065574
